authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,playCount,shareCount,text,videoMeta/duration,webVideoUrl
1085,fikantsy6,4,0,2025-06-16 02:16:24+00:00,46,True,Semarang City,Kopi Kenangan - Ruko Kedungmundu Semarang,7194,3,"Ngopi ga perlu mahal2, tinggal klik tag lokasinya😍 #kopikenangan #kopi #murah ",6,https://www.tiktok.com/@fikantsy6/video/7516365323013082373
37500,aditspace,13,1,2025-06-16 10:00:06+00:00,31,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,686,5,Akhirnya Kopi kenangan diponegoro udah buka rek! Proper banget buat nugas dan nongkrong✅,13,https://www.tiktok.com/@aditspace/video/7516484834932411666
14800,landreyas,33,8,2025-06-16 09:00:41+00:00,122,True,Tidak Mengisi/Tidak diketahui,Surabaya,2933,122,Akhirnya Kopi Kenangan Diponegoro Sudah Buka 😎✨,13,https://www.tiktok.com/@landreyas/video/7516469517971737874
74000,smrity.akter490,4,5,2025-06-16 08:54:28+00:00,109,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1087,1,1 number ♥️💃🖤 #smrity #foryou #fupシ #fouryourpage #fupシforyou #kopikenangan🙏🙏 #bdtiktokofficial🇧🇩 ,13,https://www.tiktok.com/@smrity.akter490/video/7516467759136460049
1424,genyysha,349,21,2025-06-14 07:51:34+00:00,1109,True,Bogor Regency,Summarecon Bogor,23000,931,"ada yang baru di summarecon bogor! kopi kenangan naik level nih dapet view gunung & taman, kesini sih kayanya lebih enak sore-sore yaa 🙌🏻 #kopikenangansummareconbogor#kopikenangan#summareconbogor#cafebogor ",25,https://www.tiktok.com/@genyysha/video/7515709517888277816
1147,bunababashaka,0,0,2025-06-16 07:57:40+00:00,9,True,Tasikmalaya City,Kopi Kenangan - Plaza Asia,1049,0,Cek tag lokasi di bawah yak biar dapet diskon nya 😜 #kopikenangan #promokopikenangan #Tiktokgo #kulinertasik #fypシ ,6,https://www.tiktok.com/@bunababashaka/video/7516453281833422098
1161,nts.traveling,1,0,2025-06-16 04:44:42+00:00,14,True,Jakarta,Kopi Kenangan - Mall Ciputra Jakarta,1529,0,"Emang boleh semurah ini beli kopi kenangan lewat tiktok, caranya gampang klik lokasi dibawah ya ✅ #kopikenangan #TikTokGO #GoVideoRunChallenge #CreatorCuan #MakanDanLiburan #TikTokGOSchoolHolidayFest",16,https://www.tiktok.com/@nts.traveling/video/7516403550017113362
2014,dewbate,2,0,2025-06-16 04:48:02+00:00,7,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,203,0,"Tapi beneran loh, waktu ke Malaysia, Kopi Kenangan se-rame itu!",89,https://www.tiktok.com/@dewbate/video/7516404398235340037
3104,sabrinaatausarah,7,10,2025-06-15 09:32:15+00:00,32,True,Sidoarjo,Kopi Kenangan - Pertamina 54.612.55 Tropodo Sidoarjo,5372,2,#promo #promotiktok #kopikenangan #kopikenanganmantan #foryou #foryoupage ,14,https://www.tiktok.com/@sabrinaatausarah/video/7516106565804412168
1168,rekomendasikopikuliner,7,6,2025-06-15 08:28:04+00:00,138,True,Surabaya,"Satu Kenangan, Wiyung Surabaya",1637,1,hidden gem kopi kenangan versi budget terjangkau *satu kenangan #CafeVlog #rekomendasikopi #StoryDiCafe #TikTokImpact #CoffeeVibes #tiktokviral #tastanganpria #kacamatapria ,81,https://www.tiktok.com/@rekomendasikopikuliner/video/7516090020076211461
8679,aifarifah,0,0,2025-06-15 10:48:51+00:00,7,True,Gresik,Kopi Kenangan - Ruko Gresik Kota Baru,337,0,Voucher kopi kenangan tiktok,17,https://www.tiktok.com/@aifarifah/video/7516126304459083064
2841,zoedie.ttgo,5,1,2025-06-15 07:00:10+00:00,44,True,Gresik,Kopi Kenangan - Pertamina Gresik,4439,25,Membalas @_yappingk Ngopi di Kopi Kenangan Pertamina Gresik #GowinAjaBarengTikTokGoMEA  #Zoediettgo #Kopi #kopikenangan @Kopi Kenangan ,45,https://www.tiktok.com/@zoedie.ttgo/video/7516067355470941496
18200,luthfi_fadilah,98,11,2025-06-13 12:59:08+00:00,595,True,Tangerang Regency,Kopi Kenangan - Ruko Sepatan Tangerang,130600,59,"Mumpung lagi ada promo beli Kopi Kenangan di Tiktok gue nih, beli cepetan selagi ada buat yang suka ngopi. Video nya direkam di Kopi Kenangan Sepatan , Tapi voucher ini bisa ditukar di semua cabang kok, jadi aman aja beli aja dulu nanti bisa tuker voucher nya kapan aja. #sepatantimur #sepatan #Tangeranginfo #abouttng #coffeeshoptangerang #coffeeshopjakarta #LuthfiEatAndGo ",27,https://www.tiktok.com/@luthfi_fadilah/video/7515417718057618694
14500,dianzubair_az,4,12,2025-06-14 04:10:03+00:00,40,True,Jakarta,Kopi Kenangan - Ruko Jalan Tebet Raya,9095,128,❗Jajan hemat di akhir bulan? GAMPANG! Cukup bayar pakai QRIS AstraPay di: ☕ Kopi Kenangan 🍗 Chigo Flip 🍽️ Kenangan Signature & Heritage Kamu langsung dapet CASHBACK 75% lho! 😱✨ Promo berlaku 1–30 Juni 2025 ⠀ 🎉 Yuk buruan serbu sebelum kehabisan! #PromoHemat #AstraPay #Cashback75 #KopiKenangan #ChigoFlip #QRISAstraPay #JajanHemat #NgopiHemat #fyp #foryou #AstraPaySquad ,29,https://www.tiktok.com/@dianzubair_az/video/7515652456051641607
1851,kangreview_01,14,11,2025-06-13 08:04:05+00:00,197,True,Sukabumi City,Kopi Kenangan - Ruko Graha Siliwangi Sukabumi,38100,7,Beli kopi kengan di Tiktok dapat Diskon 59% 😍 Caranya klik Lokasi di Vidio ini ya 👌 Jajan Kopi ga boncos lagi ☕️ 💃💃💃 #kuliner #kulinersukabumi #kulinersukabumienak #jajanansukabumi #sukabumiexplore #sukabumi #kopikenangan #kopikenangansukabumi ,28,https://www.tiktok.com/@kangreview_01/video/7515341682410261767
18200,sweetiepie181,8,24,2025-06-13 02:46:52+00:00,164,True,Surakarta City,Kopi Kenangan - Solo Paragon,14100,15,#tiktokgo #tiktokinsights #kopikenangan #kopikenanganvoucher ,15,https://www.tiktok.com/@sweetiepie181/video/7515259932002848006
365,kamikaze6669,13200,1290,2024-06-19 05:29:13+00:00,98500,True,Tidak Mengisi/Tidak diketahui,Bali,2700000,6456,Nyobain bayar @Kopi Kenangan pake Apple Wallet . Bayar bayar makin gampang tapi nyari duit masih susah wkwkwk #applepay #indonesia🇮🇩 #kopikenangan #ios18 #wwdc24 @Wise ,15,https://www.tiktok.com/@kamikaze6669/video/7382082197198572806
973,naanazss,2180,394,2025-05-07 16:30:28+00:00,48400,True,Jambi City,Kopi Kenangan - WTC Batanghari,822500,9754,haiiiiiii call me capynas!!🫶🏻  #kopikenangan #kopken #capybara #kopikenanganjambi ,16,https://www.tiktok.com/@naanazss/video/7501742005278625079
1124,kadangjalankadangjajan,9075,1022,2025-04-15 12:06:52+00:00,145400,True,Jakarta,Kopi Kenangan - Kenangan Signature One Satrio,2200000,33500,Gemas sekaliii capybara cupsleeve dari @Kopi Kenangan ini. Aku pilih yang donat soalnya bisa dicopot donatnya! Gemas yaaa? Bikin versi keychain lucu kali ya? Biar bisa dijadiin keychain dan cupsleeve gitu. #kopken #kopikenangan #capybara #capybaracupsleeve #cupsleeve #kopkencupsleeve #fyp #kopi ,16,https://www.tiktok.com/@kadangjalankadangjajan/video/7493510211848719622
174000,kopikenangan.id,4,1,2025-06-13 03:33:58+00:00,37,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,4542,4,Emang iya kalau Ajak Teman Bikin Kenangan bisa bikin cuan? Coba tonton sampai habis ya! Jangan lupa klik link di bio setelah itu #KopiKenangan,39,https://www.tiktok.com/@kopikenangan.id/video/7515272075163028743
339800,ezalubis.official,1768,51,2025-05-05 04:41:41+00:00,5163,True,Medan Area,Kopi Kenangan - Ruko Komplek OCBC Medan,347000,2781,Tunggu apalagee klik pojok kiri ambil Kupon Discount-Nya😎 #kopi #kopikenangan ,18,https://www.tiktok.com/@ezalubis.official/video/7500817199800634632
1600000,aziarizzza,16900,2009,2025-04-08 09:40:00+00:00,318500,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,5300000,3345,pelanggan pertama😎 @Kopi Kenangan #KenanganFrappe #aziariza ,91,https://www.tiktok.com/@aziarizzza/video/7490874757517167877
1411,heendra__11,245,67,2025-04-24 14:57:18+00:00,2226,True,Tangerang City,Kopi Kenangan - Tangerang City Mall,572500,165,Buruan cobain ☕️☕️☕️ #kopikenangan #tangcitymall ,23,https://www.tiktok.com/@heendra__11/video/7496893906265689350
3955,pamg617,2043,568,2025-05-01 08:00:17+00:00,37500,True,Yogyakarta City,Kopi Kenangan - Ruko Taman Siswa Yogyakarta,4100000,1813,Kopi kenangan ,17,https://www.tiktok.com/@pamg617/video/7499384024486530310
26700,yeyeny08,56,26,2025-05-29 20:27:05+00:00,599,True,Jakarta,Kopi Kenangan - Blok M Plaza (LG),166300,121,"Cuma lewat tiktok promonya, ngopi jadi lebih hemat dan ga ngantri langsung ambil dioutlet terdekat kalian 🫵 #kopikenangan #kopken #promokopi #vouchertiktok #fypシ゚viral🖤tiktok ",15,https://www.tiktok.com/@yeyeny08/video/7509966863074463032
189,kdnada117,235,34,2025-05-21 09:08:36+00:00,1147,True,Makassar,Kopi Kenangan - Ruko Perintis Makassar km 10,74200,820,New Opening @Kopi Kenangan di jl. Sultan Hasanuddin Makassar. Kopi kenangan pertama yang 24jam 🤩 #cafemakassar #kopikenangan #ngopisantuy ,26,https://www.tiktok.com/@kdnada117/video/7506823347204852999
3955,pamg617,51,7,2025-05-01 08:12:37+00:00,546,True,Yogyakarta City,Kopi Kenangan - Ruko Taman Siswa Yogyakarta,343300,10,Kopi kenangan ,5,https://www.tiktok.com/@pamg617/video/7499387186366762246
1312,3hae_,48,20,2025-05-22 07:50:06+00:00,671,True,Cimahi,Kopi Kenangan - Ruko Padasuka Cimahi,50300,35,Murah meriah tumpeh 🤭 #kopikenangan #tiktokgo #kopi #ngopi  ,12,https://www.tiktok.com/@3hae_/video/7507174181314759941
7505,niceplacencoffee,943,85,2025-05-22 13:55:53+00:00,5022,True,Tidak Mengisi/Tidak diketahui,Malang City,78300,3618,Sudah Open for Public Today!!Kopken TerAesthetic sih ini🥰 Soon ada Rooftopnya! Gas besok ngopag disini…. #cafebarumalang #kopikenanganmalang #cafemalang #malang ,45,https://www.tiktok.com/@niceplacencoffee/video/7507268465745480965
95500,bundashahzan,25,4,2025-06-01 06:11:06+00:00,235,True,Jakarta,Kopi Kenangan - FX Sudirman,38100,7,Aku yang doyan jajan kopi jadi hemat deh karna belinya lewat TikTok ✨#kopikenangan ,16,https://www.tiktok.com/@bundashahzan/video/7510859542587067655
291,ririnfrasasti1,96,15,2025-06-14 13:18:05+00:00,1159,True,Binjai,Kopi Kenangan - Ruko Sultan Hasanuddin Binjai,202300,67,"Coffee??? Yes, please..",13,https://www.tiktok.com/@ririnfrasasti1/video/7515793682969185544
35000,riachinagha,2,0,2025-06-16 07:47:23+00:00,12,True,Jakarta,Kopi Kenangan - Mall Artha Gading,207,0,cuma 35rb udah bisa ngopi bareng2 kamu.mau tau caranya belinya klik tag lokasi di video ini😍🔥 #kopikenangan #kopilovers #kopken #kopi #jelajahbegah #fyppp #fypdong ,15,https://www.tiktok.com/@riachinagha/video/7516450615543827717
1105,xorainsdey,0,0,2025-06-15 07:43:32+00:00,117,True,Jakarta,Kopi Kenangan - Mall Kelapa Gading 3,8941,2,butterschotch sea salt terbaiqqq🫰🏻🫰🏻🫰🏻 lovvvv kopkeennn bgttt mwahhh #kopikenangan #kopi #ngopi #jkt ,20,https://www.tiktok.com/@xorainsdey/video/7516078540845010181
36300,radarmawan,2276,86,2025-06-13 12:13:43+00:00,7233,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,127600,1334,info loker nomor 2 #duniakerja #tiktokcorporate #infoloker ,13,https://www.tiktok.com/@radarmawan/video/7515406010404621574
5472,pudingg.cokelatt,2,0,2025-06-15 06:55:48+00:00,47,True,Depok,Kopi Kenangan - Ruko Tapos Pekapuran Depok,7412,1,Promo kopi kenangan diskon up to 50% AUTO HEMAT! #kopikenangan #kopikenanganvoucher #promotiktok #kopikenanganmantan #fypシ #fyp #fypシ゚viral ,12,https://www.tiktok.com/@pudingg.cokelatt/video/7516066244806593797
77500,arizona_chodor,3,13,2025-06-15 15:54:45+00:00,62,True,Bekasi Regency,Pemda Bekasi,455,0,"Membalas @andre_bulek merapat om,Bekasi punya kenangan, ngopi bareng di mbak@mieaa_angel  #pedagangkecil #nonatimur  #kopikenangan  #kopihitam ",43,https://www.tiktok.com/@arizona_chodor/video/7516205138009230648
511600,dheapuspta,2,1,2025-06-14 07:41:30+00:00,30,True,Palembang,Kopi Kenangan - Ruko Lemabang Palembang,5703,0,berkat vocher tiktok ga sampe 10ribu udah bisa nongki di kopi kenangan,16,https://www.tiktok.com/@dheapuspta/video/7515706943185489159
15600,saidtunjung,3,2,2025-06-12 04:15:53+00:00,29,True,West Kutai Regency,Auditorium Aji Tulur Jejangkat,165,0,kerja dlu 😁,22,https://www.tiktok.com/@saidtunjung/video/7514911772554398981
203400,kenangan.hanyauntukmu,1005,79,2025-06-10 08:28:05+00:00,25300,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,4400000,335,"Ini Kopi Susu Original kayak di Cafe Gesss 👍🏻. Yang bukan original, sorry mundur dulu ya! 😌🖐🏼 Buruan beli di Indomaret / Alfamart / Minimarket terdekat lo! Yang setuju Caffe Latte itu enak dan bikin seger, komen di bawah yuk 👊🏼 #KenanganBanyakRasa",20,https://www.tiktok.com/@kenangan.hanyauntukmu/video/7514234612969721095
174000,kopikenangan.id,3190,327,2025-03-24 10:45:33+00:00,21800,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,631200,1625,"Hari gini belum cobain Kenangan Frappe Series? Ya ampun, apa karena uang THR nya mau dihemat? Tonton video ini sampai habis kalau gitu ya Beb! Jadi, ada 1000 cara buat kamu nikmati Kenangan Frappe deh 🥰 #KopiKenangan #KenanganFrappe",47,https://www.tiktok.com/@kopikenangan.id/video/7485325275761265936
29900,uminurasih_,6454,2362,2025-04-21 08:26:11+00:00,83600,True,Bekasi Regency,Kopi Kenangan x Chigo x Flip Burger - Ruko Tambun Bekasi,9900000,5784,#kopikenangan #kopi #ngopi ,10,https://www.tiktok.com/@uminurasih_/video/7495679862003354888
174000,kopikenangan.id,10,5,2025-06-04 16:07:33+00:00,61,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,15900,20,"Thermal Bag Kopi Kenangan mirip tas branded, lho? Apa iya? Nah, buktikan dengan tonton video ini sampai habis dan buktikan di Kopi Kenangan ya! #KopiKenangan",37,https://www.tiktok.com/@kopikenangan.id/video/7512126503824526610
174000,kopikenangan.id,2,2,2025-06-03 11:06:44+00:00,33,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,5271,0,Kalau MinBeb datang ke event Black Member biasanya ngapain aja sih? Nah coba tonton video ini sampai habis ya. Dijamin abis ini pasti kalian Para Mantan mau jadi Black Member juga deh! 😋#KopiKe���#KopiKenangan,40,https://www.tiktok.com/@kopikenangan.id/video/7511677899502701842
174000,kopikenangan.id,17,12,2025-06-02 03:28:15+00:00,168,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,10200,44,Siapa yang masih nungguin Capybara Cup Sleeve ini restock? Tonton sampai habis dan pantengin terus social media Kopi Kenangan untuk tau jawabannya ya 🥰 #KopiKenangan,22,https://www.tiktok.com/@kopikenangan.id/video/7511188655592033544
174000,kopikenangan.id,7,13,2025-05-26 12:07:45+00:00,165,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,20800,6,"Cuma BLACK MEMBER yang bisa dapet akses ke acara eksklusif ini ✨ Intip keseruannya yuk! 👀 Awal Mei kemarin, para Black Member terpilih dapet kesempatan spesial: nyobain minuman baru sebelum launching, ikutan coffee tasting, dan seru-seruan bareng di games berhadiah jutaan rupiah! Yuk, tingkatkan transaksimu di aplikasi Kopi Kenangan biar bisa jadi BLACK MEMBER dan dapetin akses ke event eksklusif selanjutnya! #KopiKenangan",83,https://www.tiktok.com/@kopikenangan.id/video/7508724937306230023
174000,kopikenangan.id,5,1,2025-05-26 02:19:39+00:00,180,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,84400,14,"Sip the greatness crafted by champions! 🏆 Introducing Beans of the Champion, featuring exclusive creations by Kenangan Barista Championship winners:
• Gula Melaka Americano
• Café Malt Latte
• Strawberry Cream Macchiato – by Adit Gusti Riyanto (KBC 2022 Winner)
• Golden Yuzu Brew – by M. Nabil Gustiyanda Putra (KBC 2023 Winner)
• Sparkling Hibiscus Lemon Macchiato – by Felicia Permata Putri (KBC 2024 Winner)
✨ Available now at Kenangan Heritage Senayan City. Come taste the legacy!
#KenanganSignature #IndonesianCulture #ByKenanganBrands",47,https://www.tiktok.com/@kopikenangan.id/video/7508573381390798088
174000,kopikenangan.id,12,6,2025-05-23 10:55:53+00:00,143,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,13400,13,"Voila! 🥳 Introducing the 5 newest flavors from Beans of The Champion! Sip on five exclusive signature drinks, three of them specially crafted by the champions of the Kenangan Barista Championship:
• Gula Melaka Americano
• Café Malt Latte
• Strawberry Cream Macchiato by Adit Gusti Riyanto (KBC 2022 winner)
• Golden Yuzu Brew by M. Nabil Gustiyanda Putra (KBC 2023 winner)
• Sparkling Hibiscus Lemon Macchiato by Felicia Permata Putri (KBC 2024 winner)
Which one’s your favorite? Let us know at Kenangan Signature!
#KenanganSignature #IndonesianCulture #ByKenanganBrands",35,https://www.tiktok.com/@kopikenangan.id/video/7507593076295093511
174000,kopikenangan.id,11,7,2025-05-23 03:41:57+00:00,222,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,17600,12,"Emang boleh bawa sang buah hati ke Kopi Kenangan? YA BOLEH DONG! Apalagi ada Safari Squad Series & Babyccino yang ga boleh kamu lewatin 🥰 Yuk, tonton video ini sampai habis dan setelah itu ajak sang buah hati ke Kopi Kenangan terdekat ya #KopiKenangan",57,https://www.tiktok.com/@kopikenangan.id/video/7507481323649502482
174000,kopikenangan.id,652,165,2025-05-22 08:56:10+00:00,4268,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,154700,970,Selalu ada yang baru dari Kopi Kenangan nih! Kalau kamu udah cobain belum biji kopi terbaru dari Kopi Kenangan? Coba cek video ini sampai habis ya! #KopiKenangan #KopinyaParaJuwara,37,https://www.tiktok.com/@kopikenangan.id/video/7507191197430009105
174000,kopikenangan.id,27,6,2025-05-20 06:32:59+00:00,177,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,13000,17,"Bikin ceria hari Senin dan Selasamu dengan Promo Buy 1 Get 1 dari Kopi Kenangan sekarang! Tanggal tua ga akan jadi alasan buat jajan enak dong, buruan sebarkan info ini ya #KopiKenangan",30,https://www.tiktok.com/@kopikenangan.id/video/7506412156234108168
174000,kopikenangan.id,22,15,2025-05-19 08:26:00+00:00,237,True,Bekasi Regency,Kopi Kenangan - Ruko Gading Terrace Bekasi,35800,53,"Apakah kamu Juwara yang kami cari selama ini? Biar makin yakin, buruan cobain Beans of The Champion Series dari Kopi Kenangan ini karena lagi ada promo yang sayang buat kamu lewatkan! #KopiKenangan #KopinyaParaJuwara",43,https://www.tiktok.com/@kopikenangan.id/video/7506070198768717074
174000,kopikenangan.id,11,9,2025-05-17 11:57:07+00:00,126,True,Jakarta,Kopi Kenangan - AEON Mall Jakarta Garden City,76400,27,"Lagi ke Kopi Kenangan bareng sang buah hati? Nah, pas banget kalau gitu kamu harus tonton video ini sampai habis ya! Cocok banget buat sang buah hati biar makin happy #KopiKenangan",62,https://www.tiktok.com/@kopikenangan.id/video/7505382440249183506
166200,fitriakeenanmc,92,43,2025-05-16 12:07:33+00:00,1246,True,Bekasi City,Kopi Kenangan - Ruko Grand Galaxy City Bekasi,105500,120,#tiktokgo #kopi #kopikenangan ,15,https://www.tiktok.com/@fitriakeenanmc/video/7505014029748882694
1800,huntingzillenial,1293,179,2025-05-02 06:24:10+00:00,16300,True,Bandung City,Kopi Kenangan - Yogya Grand Kepatihan,2600000,1202,Kopi kenangan jual harga modal‼️🥹 #huntingzillenial #promomakangajian #eskopisusu #eskopi #kopi #kopikenangan ,24,https://www.tiktok.com/@huntingzillenial/video/7499730329255546118
2820,resanurpajriani,2633,1366,2025-05-04 00:52:25+00:00,46000,True,Kota Karawang,Kopi Kenangan - Ruko Syeh Quro Karawang,5500000,2179,#ngopi #kopikenangan #resa #resanurpajriani #ngopi ,6,https://www.tiktok.com/@resanurpajriani/video/7500387023904197894
8871,aurelyme_,198,23,2024-11-25 14:25:05+00:00,3081,True,Malang City,Kopi Kenangan - Ijen,752100,114,Ngopi di kopi kenangan salah satu opsi klo lagi bingung mau ngopi dimanaa. Best bangett wajib cobain !! #JelajahDiskon #TTPetualangPro #kopikenangan ,18,https://www.tiktok.com/@aurelyme_/video/7441222753035865360
10800,heldidiana,1372,275,2025-04-13 07:11:29+00:00,12800,True,Malang City,Kopi Kenangan - Ijen,1900000,1260,Belinya pake voucher di tiktok aku lebih murce #kopikenangan ,15,https://www.tiktok.com/@heldidiana/video/7492691930141166855
74000,smrity.akter490,3,4,2025-06-15 07:25:15+00:00,177,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1583,0,বুকের মাঝে তোর নাম লিখেছি 😎💃🫶 #smrity #foryou #fupシ #fouryourpage #fupシforyou #kopikenangan🙏🙏 #bdtiktokofficial🇧🇩 ,30,https://www.tiktok.com/@smrity.akter490/video/7516073657664408848
10200,faw.zyaa,108,12,2024-11-25 22:10:46+00:00,1457,True,Semarang City,Kopi Kenangan - Ruko Ngaliyan,382600,68,Yg udh pernah beli voucher kopken di tiktok pasti ketagihan kyk aku! Hahahaha krn harganya jauh lebih murah🥹🥰 #fypage #fypp #semarang #kopikenangan ,20,https://www.tiktok.com/@faw.zyaa/video/7441342802669161783
24300,nadilafw_,8,8,2025-06-16 09:28:52+00:00,86,True,Jakarta,Selatan Jakarta,809,0,Matcha lover here☝🏽 #fypシ゚ #fyp #nadilangomongtagalog #bahasatagalog #BelajarBahasaTagalog #learntagalog #indonesianspeaktagalog #lesbahasatagalog #BelajarBahasaTagalog #BelajarTagalogKuy #kopikenangan #kopken ,43,https://www.tiktok.com/@nadilafw_/video/7516476773136125189
3955,pamg617,273,140,2025-05-01 08:06:11+00:00,4800,True,Yogyakarta City,Kopi Kenangan - Ruko Taman Siswa Yogyakarta,1300000,211,Kopi kenangan ,14,https://www.tiktok.com/@pamg617/video/7499385542698634501
3117,anggianoviantry,77,26,2025-05-21 00:45:55+00:00,1006,True,Bogor City,Kopi Kenangan - Botani Square,179200,68,Ngopi tiap hari #kopikenangan #tiktokgo #kopiviral #kopken #botanisquare ,8,https://www.tiktok.com/@anggianoviantry/video/7506693800115408136
8245,khurilmifathur_,590,42,2025-05-23 04:27:50+00:00,3747,True,Tidak Mengisi/Tidak diketahui,Malang City,72300,2133,KOPI KENANGAN BONDOWOSO MALANG UDAH BUKA!☕️ tempatnya luas plus aesthetic🥰🤏🏻  #malang #cafe #cafemalang #cafemalanghits #malanghits #malangterkini #infomalang #placetogo #placetogomalang #kopikenangan #kopikenanganmalang #fyp #zybca #viraltiktok ,21,https://www.tiktok.com/@khurilmifathur_/video/7507493148269006136
116100,madam_mart,1828,195,2025-04-01 05:21:47+00:00,13800,True,Bekasi Regency,Kopi Kenangan - Ruko Vasanta Innopark,1900000,806,Mulai 9rb bisa ngopi sambil ngadem 😝 #kopikenangan  #jelajahramadan  #madam_mart  #jelajahliburan ,40,https://www.tiktok.com/@madam_mart/video/7488210639907867922
4814,hellodiksty,502,111,2025-05-18 07:37:21+00:00,8557,True,Jakarta,Kopi Kenangan - Mall Cipinang Indah,898500,365,"Beli kopi cuma 13 ribuan aja, langsung klik lokasi yaa~ #kopikenangan #kopikenanganvoucher #kopisusu #kopigulaaren #promokopikenangan #promo ",13,https://www.tiktok.com/@hellodiksty/video/7505686541050694918
29900,uminurasih_,3693,1364,2025-04-25 10:57:30+00:00,49500,True,Bekasi Regency,Kopi Kenangan x Chigo x Flip Burger - Ruko Tambun Bekasi,5200000,3149,Setengah harga 😭😭😭#kopikenangan #kopi #ngopi ,15,https://www.tiktok.com/@uminurasih_/video/7497203194305547527
2392,dailypasutri18,4299,457,2025-05-29 12:58:48+00:00,62500,True,Tangerang Regency,Kopi Kenangan - Tokyo Hub Pantai Indah Kapuk 2,3000000,1288,KLIK TANDA IJO !! solusi kantong kering pake voucher tiktok nih bisa ngopi di KOPI KENANGAN coonggg gaas cobain !!✨  . . #fyp #voucherkopikenangan #pasangan ,69,https://www.tiktok.com/@dailypasutri18/video/7509851354412616966
2837,azkiya1544,237,24,2025-05-02 22:33:41+00:00,1287,True,Bekasi Regency,Kopi Kenangan - Ruko Cikarang Festival,340400,157,#kopikenangan #kopi #kopikenanganhanyauntukmu ,20,https://www.tiktok.com/@azkiya1544/video/7499980180941737271
2818,andhynadyn,89,32,2025-05-13 03:52:49+00:00,880,True,Jakarta,Kopi Kenangan - Citra Tower Kemayoran,517100,94,klik logo lokasi yg warna hijau yaa #kopikenangan #voucherkopikenangan #promotiktok #promokopi #coffeetime ,17,https://www.tiktok.com/@andhynadyn/video/7503773262388710711
166200,fitriakeenanmc,163,49,2025-05-17 08:11:41+00:00,1743,True,Bekasi City,Kopi Kenangan - Ruko Grand Galaxy City Bekasi,232600,135,#tiktokgo #kopi #kopikenangan ,13,https://www.tiktok.com/@fitriakeenanmc/video/7505324325797383429
143,yutiiiiyowoo,5795,723,2025-05-02 07:48:20+00:00,90500,True,Sleman,Kopi Kenangan - Ruko Kaliurang Yogyakarta,1800000,22500,stock terbatas ygy🤗 #kopken #kopikenangan #capybara ,24,https://www.tiktok.com/@yutiiiiyowoo/video/7499752010745531654
5365,mama.ghanii,40,3,2025-04-27 08:02:23+00:00,138,True,Surakarta City,Kopi Kenangan - Solo Square,45700,20,Jangan sampai ketinggalan promo tik tok😭 #promotiktok #kopikenangan #tiktokgo #promo #solo #surakarta ,12,https://www.tiktok.com/@mama.ghanii/video/7497900218646564151
1100000,laguindiaenak,0,0,2025-06-16 09:58:12+00:00,47,True,Bekasi Regency,Kopi Kenangan - Ruko Grand Wisata Bekasi,968,0,Kopi kenangan favorit bgt,13,https://www.tiktok.com/@laguindiaenak/video/7516484339190762757
7898,tiandeh__,161,42,2025-06-16 05:22:36+00:00,1531,True,Tidak Mengisi/Tidak diketahui,Surabaya,28400,1142,#cafesurabaya #surabaya #placetogo #tempatnongkrong #surabayatiktok #fyp #surabayaviral #surabayahitz #surabayapusat #surabaya24jam #kopikenangan ,15,https://www.tiktok.com/@tiandeh__/video/7516413307004194104
218,wolfiee577,3,2,2025-06-16 04:40:18+00:00,140,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1708,1,"aku yang minum kopi tiap hari shock denger nya 🫢

#kopi #kopikenangan #cofee ",9,https://www.tiktok.com/@wolfiee577/video/7516402411167124744
